GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	 LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS377362652	2019-01-15 17:00:40	19161	species	Cozumel Vireo	Vireo bairdi			4				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel	L4310042	P	20.4410076	-86.9194508	2016-02-25	07:30:00	obsr520589	S27847849	Traveling	P22	EBIRD	420	24.14		4	1	G1621288	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS376979485	2019-01-15 17:00:40	19161	species	Cozumel Vireo	Vireo bairdi			4				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel	L4310042	P	20.4410076	-86.9194508	2016-02-25	07:30:00	obsr527101	S27816991	Traveling	P22	EBIRD	420	24.14		4	1	G1621288	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS368125728	2019-02-13 20:26:09	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel norte	L4178129	P	20.5459328	-86.922251	2016-01-21	07:00:00	obsr622354	S27079815	Traveling	P22	EBIRD	240	6.437		2	1	G1566395	0	1	0		Biking the dirt road to the sewage plant and back	
URN:CornellLabOfOrnithology:EBIRD:OBS388594554	2016-04-05 07:17:08	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-02-28	08:00:00	obsr162851	S28755969	Traveling	P22	EBIRD	240	8.047		6	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS485311580	2017-04-13 21:22:49	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-12-03	07:28:00	obsr199879	S35935258	Traveling	P22	EBIRD	270	37.015		8	1	G2334465	0	1	0		El Cedral area and drive around S half of island	
URN:CornellLabOfOrnithology:EBIRD:OBS436959350	2017-03-29 22:15:30	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2016-09-22	08:30:00	obsr674686	S32096231	Historical	P62	EBIRD_MEX	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS393906332	2018-08-06 15:59:06	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Off the main road	L4074932	P	20.4613541	-86.9720221	2016-04-14	13:00:00	obsr350794	S29124027	Traveling	P22	EBIRD	90	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS452445958	2017-01-09 23:20:15	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-12-29	06:29:00	obsr341676	S33280020	Traveling	P22	EBIRD	844	20		3	1		1	1	0		Parked near the entrance to the Cozumel Country Club and walked up the gravel section of Av. Rafael E. Melgar to the sewage treatment plant for the first half of the day and then birded around our villa near Chankanaab Park for the afternoon.	
URN:CornellLabOfOrnithology:EBIRD:OBS399238925	2016-05-09 17:16:59	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-05-05	06:00:00	obsr239728	S29460699	Traveling	P22	EBIRD	780	15		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS372375532	2016-02-10 22:31:08	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-01-26	07:30:00	obsr175811	S27419437	Traveling	P22	EBIRD	300	16.093		7	1	G1596389	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS452662221	2017-01-05 15:24:15	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-12-30	06:30:00	obsr341676	S33298225	Traveling	P22	EBIRD	760	60		3	1		0	1	0		Birded the highway loop around the island, stopping at San Gervasio, a few ponds along the east cost and the Faro Celarain Lighthouse area, then birded around our villa near Chankanaab Park in the evening.	
URN:CornellLabOfOrnithology:EBIRD:OBS535744505	2017-09-25 12:47:09	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-01-25	07:00:00	obsr110288	S39385526	Traveling	P22	EBIRD	360	32.187		6	1		0	1	0		from Cedral area in early a.m. to mangrove area at mid day just north of town; with Mike Austin, Lynn Aldrich, Peter Gottschling and Phyllis and Tony Frank	
URN:CornellLabOfOrnithology:EBIRD:OBS446486054	2016-12-02 10:47:33	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-11-14	16:10:00	obsr648789	S32808499	Traveling	P22	EBIRD_CAN	115	3		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS446947932	2017-04-13 21:22:48	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-12-03	07:28:00	obsr37316	S32845492	Traveling	P22	EBIRD	270	37.015		8	1	G2334465	0	1	0		El Cedral area and drive around S half of island	
URN:CornellLabOfOrnithology:EBIRD:OBS372375873	2016-02-10 22:31:08	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-01-26	07:30:00	obsr106177	S27419469	Traveling	P22	EBIRD	300	16.093		7	1	G1596389	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS436960408	2017-03-29 22:15:30	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2016-09-26	08:00:00	obsr674686	S32096309	Historical	P62	EBIRD_MEX	60			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS464136081	2018-08-17 22:20:25	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 9	L7833465	P	20.5433889	-86.9021111	2016-11-12	07:21:00	obsr539688	S34236571	Stationary	P21	EBIRD_MEX	10			3	1	G2133278	0	1	0		"Nancy Muñoz, Raymundo Martínez e Itzel Arista--Sólo se hicieron los puntos fuera del ANP, debido a que el camino después de la planta de tratamiento estaba en mal estado para el auto que traíamos.----Para estas fechas el camino acababa de ser intervenido por las obras del proyecto ""Mejoramiento del Camino a Laguna Ciega"", maquinaria pesada había retirado la vegetación aledaña, por ello durante este recorrido se midieron los anchos del camino en cada punto de conteo. ----Para este punto fueron de: 15.60 mt"	
URN:CornellLabOfOrnithology:EBIRD:OBS454889807	2018-08-17 22:20:25	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 9	L7833465	P	20.5433889	-86.9021111	2016-11-12	07:21:00	obsr622980	S33483395	Stationary	P21	EBIRD_MEX	10			3	1	G2133278	0	1	0		"Nancy Muñoz, Raymundo Martínez e Itzel Arista--Sólo se hicieron los puntos fuera del ANP, debido a que el camino después de la planta de tratamiento estaba en mal estado para el auto que traíamos.----Para estas fechas el camino acababa de ser intervenido por las obras del proyecto ""Mejoramiento del Camino a Laguna Ciega"", maquinaria pesada había retirado la vegetación aledaña, por ello durante este recorrido se midieron los anchos del camino en cada punto de conteo. ----Para este punto fueron de: 15.60 mt"	
URN:CornellLabOfOrnithology:EBIRD:OBS416420762	2016-07-06 22:51:45	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Norte, Cozumel	L4764920	P	20.5534456	-86.9149286	2016-07-04	06:45:00	obsr202374	S30573624	Traveling	P22	EBIRD	60	1.609		3	1	G1838519	0	1	0		Janeen Walters, Arturo (our bird guide) and I.	
URN:CornellLabOfOrnithology:EBIRD:OBS416270085	2016-07-06 22:51:45	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Norte, Cozumel	L4764920	P	20.5534456	-86.9149286	2016-07-04	06:45:00	obsr139610	S30557136	Traveling	P22	EBIRD	60	1.609		3	1	G1838519	0	1	0		Janeen Walters, Arturo (our bird guide) and I.	
URN:CornellLabOfOrnithology:EBIRD:OBS410445597	2016-06-07 17:22:33	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			coz - abandoned subdivision rd	L4680343	P	20.460685	-86.970717	2016-06-03	17:30:00	obsr131498	S30121138	Traveling	P22	EBIRD	15	1		2	1	G1803450	0	1	0		Quick check rd in and out, mostly cloudy, mod SE breeze <br />Submitted from eBird for iOS, version 1.2.1 Build 65	
URN:CornellLabOfOrnithology:EBIRD:OBS372476496	2017-04-13 09:14:39	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry - 20.4412x-86.8632	L4218768	P	20.441192	-86.863245	2016-02-01	12:37:00	obsr131780	S27427792	Stationary	P21	EBIRD	20			3	1	G1596302	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44	
URN:CornellLabOfOrnithology:EBIRD:OBS372368063	2017-04-13 09:14:39	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry - 20.4412x-86.8632	L4218768	P	20.441192	-86.863245	2016-02-01	12:37:00	obsr123382	S27418869	Stationary	P21	EBIRD	20			3	1	G1596302	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44	
URN:CornellLabOfOrnithology:EBIRD:OBS370975858	2017-04-13 09:14:39	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry - 20.4412x-86.8632	L4218768	P	20.441192	-86.863245	2016-02-01	12:37:00	obsr112900	S27308207	Stationary	P21	EBIRD	20			3	1	G1596302	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44	
URN:CornellLabOfOrnithology:EBIRD:OBS464136068	2018-08-17 15:41:43	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-11-12	07:56:00	obsr539688	S34236569	Stationary	P21	EBIRD_MEX	10			3	1	G2133275	0	1	0		"Nancy Muñoz, Raymundo Martínez e Itzel Arista--Sólo se hicieron los puntos fuera del ANP, debido a que el camino después de la planta de tratamiento estaba en mal estado para el auto que traíamos.----Para estas fechas el camino acababa de ser intervenido por las obras del proyecto ""Mejoramiento del Camino a Laguna Ciega"", maquinaria pesada había retirado la vegetación aledaña, por ello durante este recorrido se midieron los anchos del camino en algunos puntos de conteo.----Fuera del punto se vio un Halcón Peregrino (Falco peregrinus)"	
URN:CornellLabOfOrnithology:EBIRD:OBS536428694	2017-09-27 20:15:50	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, Mexico	L732765	P	20.4064205	-86.9128418	2016-02-02	08:00:00	obsr963897	S39431010	Traveling	P22	EBIRD	360	43.452		18	1	G2656997	0	1	0		This was part of a Carefree Birding trip in conjunction with Celebrity Cruises.  We road a bus and walked trails and fields.	
URN:CornellLabOfOrnithology:EBIRD:OBS375268216	2016-02-18 19:38:23	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, Mexico	L732765	P	20.4064205	-86.9128418	2016-02-03	08:30:00	obsr289556	S27677212	Traveling	P22	EBIRD	270	32.187		23	1	G1607029	0	1	0		Carefree Birding Cruise	
URN:CornellLabOfOrnithology:EBIRD:OBS375240580	2016-02-18 17:35:56	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, Mexico	L732765	P	20.4064205	-86.9128418	2016-02-03	08:30:00	obsr418722	S27674893	Traveling	P22	EBIRD	270	32.187		23	1	G1607029	0	1	0		Carefree Birding Cruise	
URN:CornellLabOfOrnithology:EBIRD:OBS373566460	2016-02-17 10:05:15	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, Mexico	L732765	P	20.4064205	-86.9128418	2016-02-03	08:30:00	obsr170650	S27523340	Traveling	P22	EBIRD	270	32.187		23	1	G1607029	0	1	0		Carefree Birding Cruise	
URN:CornellLabOfOrnithology:EBIRD:OBS374879861	2016-02-17 10:05:15	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, Mexico	L732765	P	20.4064205	-86.9128418	2016-02-03	08:30:00	obsr21364	S27645551	Traveling	P22	EBIRD	270	32.187		23	1	G1607029	0	1	0		Carefree Birding Cruise	
URN:CornellLabOfOrnithology:EBIRD:OBS427972739	2018-08-17 21:20:29	19161	species	Cozumel Vireo	Vireo bairdi			3			Unknown Sex, Adult (2); Unknown Sex, Juvenile (1)	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 12	L7832243	P	20.5494444	-86.9120278	2016-06-12	06:21:00	obsr539688	S31443336	Stationary	P21	EBIRD_MEX	12			3	1	G1911948	0	1	0		Puntos de conteo:	
URN:CornellLabOfOrnithology:EBIRD:OBS436842591	2016-10-17 16:19:10	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Planetario Cozumel	L4995616	P	20.4767174	-86.969085	2016-10-15	17:00:00	obsr632463	S32087197	Stationary	P21	EBIRD	60			10	1		0	1	0		<br>Enviado desde eBird Android 1.3	
URN:CornellLabOfOrnithology:EBIRD:OBS384780598	2016-03-21 18:17:07	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			planatarium	L4403087	P	20.4746785	-86.9608877	2016-03-09	08:30:00	obsr341419	S28473180	Traveling	P22	EBIRD	30	0.805		4	1	G1652883	0	1	0		CO GK, Pop and WIlly (mom rested in the car)	
URN:CornellLabOfOrnithology:EBIRD:OBS387888992	2016-04-02 19:04:37	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-03-24	08:56:00	obsr130613	S28704580	Traveling	P22	EBIRD	300	4.828		5	1	G1669952	0	1	0		<br />Submitted from eBird Android 1.0.3	
URN:CornellLabOfOrnithology:EBIRD:OBS384169593	2016-07-08 20:42:17	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			planatarium	L4403087	P	20.4746785	-86.9608877	2016-03-08	15:25:00	obsr280131	S28427966	Traveling	P22	EBIRD	20	0.402		5	1	G1840588	0	1	0		Basalisk.  CO, GK, Ma, Pop and Willy	
URN:CornellLabOfOrnithology:EBIRD:OBS436960853	2017-03-29 22:15:30	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2016-10-18	08:00:00	obsr674686	S32096339	Historical	P62	EBIRD_MEX	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS454892682	2018-08-17 15:41:43	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-11-12	07:56:00	obsr622980	S33483653	Stationary	P21	EBIRD_MEX	10			3	1	G2133275	0	1	0		"Nancy Muñoz, Raymundo Martínez e Itzel Arista--Sólo se hicieron los puntos fuera del ANP, debido a que el camino después de la planta de tratamiento estaba en mal estado para el auto que traíamos.----Para estas fechas el camino acababa de ser intervenido por las obras del proyecto ""Mejoramiento del Camino a Laguna Ciega"", maquinaria pesada había retirado la vegetación aledaña, por ello durante este recorrido se midieron los anchos del camino en algunos puntos de conteo.----Fuera del punto se vio un Halcón Peregrino (Falco peregrinus)"	
URN:CornellLabOfOrnithology:EBIRD:OBS410445515	2019-05-02 16:24:32	19161	species	Cozumel Vireo	Vireo bairdi			5				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel - El Cedral, S side ATV rd	L683906	P	20.3587901	-86.9960976	2016-06-04	05:50:00	obsr131498	S30121134	Traveling	P22	EBIRD	175	1.5		2	1	G1803447	1	1	0		Mostly cloudy, mod SE breeze. Obs from gate to S rd and bk <br />Submitted from eBird for iOS, version 1.2.1 Build 65	
URN:CornellLabOfOrnithology:EBIRD:OBS425798981	2017-05-10 07:20:41	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-08-24	11:43:00	obsr52442	S31276898	Traveling	P22	EBIRD	150	6		2	1	G1900401	1	1	0		Partly cloudy, warm, lgt N ish breeze. Good charcas on S rd ATV trail entrance, mosquitoes! Obs include just W of town, S rd to ATV trails (which showed up and we took off to N rd), N rd and pueblo. <br />Submitted from eBird for iOS, version 1.2.6 Build 75	
URN:CornellLabOfOrnithology:EBIRD:OBS410431268	2016-06-07 17:22:33	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			coz - abandoned subdivision rd	L4680343	P	20.460685	-86.970717	2016-06-03	17:30:00	obsr52442	S30120196	Traveling	P22	EBIRD	15	1		2	1	G1803450	0	1	0		Quick check rd in and out, mostly cloudy, mod SE breeze <br />Submitted from eBird for iOS, version 1.2.1 Build 65	
URN:CornellLabOfOrnithology:EBIRD:OBS448460568	2016-12-11 13:48:27	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178				Cozumel, MX	L5139814	P	20.4974601	-86.9615403	2016-11-26	10:00:00	obsr500305	S32965489	Traveling	P22	EBIRD	240	6.437		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS423653262	2018-08-06 17:45:26	19161	species	Cozumel Vireo	Vireo bairdi			13				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Planta de Tratamiento de Aguas Residuales de San Miguel	L873083	H	20.5372816	-86.8952546	2016-08-11	15:15:00	obsr281519	S31116021	Traveling	P22	EBIRD	180	9.656		1	1	G1894903	1	1	0		Biking and birding from just past golf course until sewage treatment plant and back. Very hot, but even in the heat of the afternoon activity was still very high. See Cozumel Wren for two very productive areas.  <br />Submitted from eBird for iOS, version 1.2.6 Build 75	
URN:CornellLabOfOrnithology:EBIRD:OBS558568991	2017-12-21 14:02:59	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel	L6582734	P	20.4705211	-86.8997955	2016-02-11		obsr335154	S41189287	Incidental	P20	EBIRD				1	1		0	1	0			/h very distinctive, match tape on sight but no show
URN:CornellLabOfOrnithology:EBIRD:OBS377766289	2016-02-28 20:27:43	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2016-02-28	08:00:00	obsr314962	S27878157	Traveling	P22	EBIRD	320	4.828		4	1	G1624090	0	1	0		NatureScape Tours with Kim Risen, Cindy Risen, Patty McLean, John Curlew, Betty Cash <br />Submitted from eBird for iOS, version 1.1.5 Build 44	
URN:CornellLabOfOrnithology:EBIRD:OBS476864876	2017-03-19 21:14:36	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-02-26	17:00:00	obsr677191	S35293543	Traveling	P22	EBIRD	120	2		2	1	G2283136	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS386887541	2016-03-29 23:35:06	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-03-24	08:56:00	obsr191228	S28632784	Traveling	P22	EBIRD	300	4.828		5	1	G1669952	0	1	0		<br />Submitted from eBird Android 1.0.3	
URN:CornellLabOfOrnithology:EBIRD:OBS367626391	2019-02-13 20:26:09	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel norte	L4178129	P	20.5459328	-86.922251	2016-01-21	07:00:00	obsr130801	S27034057	Traveling	P22	EBIRD	240	6.437		2	1	G1566395	0	1	0		Biking the dirt road to the sewage plant and back	
URN:CornellLabOfOrnithology:EBIRD:OBS362837760	2016-01-02 13:29:14	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			planetario cozumel	L4118719	P	20.4761452	-86.9675301	2016-01-02	06:50:00	obsr539688	S26611793	Traveling	P22	EBIRD_MEX	120	1		3	1	G1526614	0	1	0		fuimos un grupo de tres personas Juan Flores Cecilia Álvarez y Noel Rivas parte de la red de monitoreo comunitario Mayan Jays comprobamos lo importante de monitorear sitios fragmentados en la mancha urbana y como en estos coexisten las especies endémicas y migratorias	
URN:CornellLabOfOrnithology:EBIRD:OBS377526145	2016-02-28 01:21:55	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-Quintana Roo - 20.358x-86.97 - Feb 15, 2016 11:38 AM	L4279086	P	20.3582016	-86.9701331	2016-02-15	10:21:00	obsr604074	S27859752	Traveling	P22	EBIRD	75	0.5		6	1	G1620422	0	1	0		<br />Submitted from eBird Android 1.0.2	
URN:CornellLabOfOrnithology:EBIRD:OBS384202961	2016-03-19 17:05:01	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			planatarium	L4403087	P	20.4746785	-86.9608877	2016-03-09	08:30:00	obsr229707	S28430521	Traveling	P22	EBIRD	30	0.805		4	1	G1652883	0	1	0		CO GK, Pop and WIlly (mom rested in the car)	
URN:CornellLabOfOrnithology:EBIRD:OBS444066567	2016-12-01 20:57:25	19161	species	Cozumel Vireo	Vireo bairdi			10				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Carretera Costera S - 20.3721x-87.0190	L5091549	P	20.372084	-87.019005	2016-11-19	07:07:00	obsr56476	S32620855	Traveling	P22	EBIRD	73	0.528		2	1	G2043777	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS410430591	2019-05-02 16:24:32	19161	species	Cozumel Vireo	Vireo bairdi			5				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel - El Cedral, S side ATV rd	L683906	P	20.3587901	-86.9960976	2016-06-04	05:50:00	obsr52442	S30120154	Traveling	P22	EBIRD	175	1.5		2	1	G1803447	1	1	0		Mostly cloudy, mod SE breeze. Obs from gate to S rd and bk <br />Submitted from eBird for iOS, version 1.2.1 Build 65	
URN:CornellLabOfOrnithology:EBIRD:OBS444493815	2016-11-21 10:53:45	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2016-11-21	07:00:00	obsr302151	S32651239	Traveling	P22	EBIRD	160	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS413080583	2016-06-19 21:51:07	19161	species	Cozumel Vireo	Vireo bairdi			3				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			southern Cozumel	L4402968	P	20.3131266	-86.9805794	2016-03-08	09:15:00	obsr90614	S30310327	Traveling	P22	EBIRD	120	16.093		5	1	G1652679	0	1	0		CO GK Ma Pop, and Willy.  Collared peccary, zebra longwing, blue morpho	
URN:CornellLabOfOrnithology:EBIRD:OBS383177651	2016-03-17 14:51:18	19161	species	Cozumel Vireo	Vireo bairdi			X				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			OBSERVATORIO COZUMEL	L4397356	P	20.4748231	-86.9650805	2016-03-09	06:30:00	obsr439605	S28334434	Traveling	P22	EBIRD_MEX	180	1		5	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS431995230	2016-09-25 01:44:55	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178				Costa Del Sol- Island Cozumel	L4931006	P	20.4145684	-87.015502	2016-09-19	11:00:00	obsr456149	S31744076	Traveling	P22	EBIRD	80	1.207		1	1		0	1	0		from villa walking north on av. rafael e. melgar and back	foraging at eye level, great view. this was a target bird for the trip. seen across from Costa del Sol guard shack on public road. Av.  Rafael E. Melgar
URN:CornellLabOfOrnithology:EBIRD:OBS444263856	2016-11-20 11:29:03	19161	species	Cozumel Vireo	Vireo bairdi			1				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-11-20	07:00:00	obsr302151	S32634300	Traveling	P22	EBIRD	150	1.609		1	1		0	1	0		Worked center of village and open areas to SE of town	
URN:CornellLabOfOrnithology:EBIRD:OBS413089138	2016-06-19 22:16:44	19161	species	Cozumel Vireo	Vireo bairdi			2				Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			neighborhood near observatory	L4403268	P	20.4707316	-86.9602375	2016-03-09	07:00:00	obsr90614	S30310843	Traveling	P22	EBIRD	80	6.437		5	1	G1652882	0	1	0		CO GK, Ma, Pop and Willy	
