LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	 LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	TRIP COMMENTS
2017-04-13 09:07:24	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-along road - 20.5426x-86.8829	L4218540	P	20.542563	-86.882874	2016-02-01	11:04:00	obs131780	S27427783	Stationary	P21	EBIRD	7			3	1	G1596309	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:07:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-El Cedral - 20.3674x-86.9880	L4218770	P	20.367353	-86.987993	2016-02-01	13:51:00	obs131780	S27427798	Traveling	P22	EBIRD	28	0.644		3	1	G1596307	Check time.  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:08:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4555x-86.9600	L4218766	P	20.455547	-86.960019	2016-02-01	16:03:00	obs131780	S27427803	Stationary	P21	EBIRD	5			3	1	G1596305	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2016-02-02 15:07:04	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Isla Pasión_transecto	L4212705	P	20.5435568	-86.8801081	2016-01-31	07:38:00	obs622980	S27267796	Traveling	P22	EBIRD_MEX	250	6		6	1		Ancho mínimo del camino: 4.8 mt--Ancho máximo del camino: 15.35 mt (Tomando en cuenta los dos senderos que hay al inicio de la terracería, cerca del Country Club)
2018-08-17 12:42:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 1	L7831816	P	20.5438611	-86.8794167	2016-01-31	07:38:00	obs672437	S27265897	Stationary	P21	EBIRD_MEX	10			6	1	G1583165	El punto se tomó desde el muelle de Isla de la Pasión. Estuvimos Ceci Alcerreca, Thalia González, Griselda Jorge, Rosalinda García, Raymundo Martínez e Itzel Arista
2018-08-17 15:22:01	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 3	L7831866	P	20.5421389	-86.88425	2016-01-31	08:28:00	obs622928	S27266492	Stationary	P21	EBIRD_MEX	10			6	1	G1583283	Ancho del camino en este punto 7.50--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2017-04-13 09:14:39	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry - 20.4412x-86.8632	L4218768	P	20.441192	-86.863245	2016-02-01	12:37:00	obs112900	S27308207	Stationary	P21	EBIRD	20			3	1	G1596302	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:14:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Coast rd C-1 - 20.3129x-86.9343	L4218772	P	20.312926	-86.934331	2016-02-01	13:19:00	obs112900	S27308226	Stationary	P21	EBIRD	5			3	1	G1596308	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-03-29 22:19:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2015-07-18	11:02:00	obs639109	S24303408	Traveling	P22	EBIRD	25	0.04		4	1		
2017-04-13 09:08:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4555x-86.9600	L4218766	P	20.455547	-86.960019	2016-02-01	16:03:00	obs112900	S27308198	Stationary	P21	EBIRD	5			3	1	G1596305	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:07:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-El Cedral - 20.3674x-86.9880	L4218770	P	20.367353	-86.987993	2016-02-01	13:51:00	obs112900	S27308219	Traveling	P22	EBIRD	28	0.644		3	1	G1596307	Check time.  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2016-03-09 06:13:30	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-Quintana Roo - 20.47x-86.895 - Feb 11, 2016 1:29 PM	L4239568	P	20.4697877	-86.8952757	2016-02-11	13:29:00	obs335154	S27438489	Traveling	P22	EBIRD	60	1.609		2	1	G1638017	<br />Submitted from eBird Android 1.0.2
2017-04-13 09:07:06	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-quarry/wetland area - 20.5464x-86.9046	L4218538	P	20.54639	-86.904555	2016-02-01	09:57:00	obs131780	S27427778	Traveling	P22	EBIRD	39	0.644		4	1	G1596317	Wetland area. 0 <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-03-31 15:13:23	Mexico	MX	Quintana Roo	MX-ROO				56			Playa del Carmen 3	L5068899	P	20.6288879	-87.0742106	2016-11-10	08:00:00	obs625396	S32464862	Stationary	P21	EBIRD	20			1	1		
2017-01-18 08:33:31	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Sunscape Sabor	L2696214	P	20.406511	-87.0167935	2015-02-08	11:20:00	obs252001	S22470928	Traveling	P22	EBIRD	30	1.609		1	1		
2018-07-31 13:03:51	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Pueblo fantasma	L3632268	P	20.457036	-86.960536	2015-05-09	22:00:00	obs622980	S23367429	Traveling	P22	EBIRD	60	2.2		2	1		Desplazando en vehiculo con paradas aleatorias.
2017-04-13 09:06:46	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-side road - 20.5520x-86.9174	L4218523	P	20.551977	-86.917378	2016-02-01	08:31:00	obs112900	S27306989	Traveling	P22	EBIRD	62	0.483		3	1	G1596311	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2015-04-07 15:03:53	Mexico	MX	Quintana Roo	MX-ROO				56			reef hotel	L3546543	P	20.6106128	-87.0838434	2015-03-29	16:00:00	obs548913	S22740801	Stationary	P21	EBIRD	90			2	1		
2015-07-21 21:29:49	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2015-04-02	11:00:00	obs103231	S22693766	Traveling	P22	EBIRD_WI	120	3.219		2	1		
2018-08-17 15:30:22	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 4	L7831879	P	20.5404167	-86.8888333	2016-01-31	08:49:00	obs622928	S27266450	Stationary	P21	EBIRD_MEX	10			6	1	G1583282	Ancho del camino en este punto 5.70 mt
2015-05-18 18:05:16	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cozumeleno Beach Resort	L3586483	P	20.5512774	-86.9259712	2015-04-17		obs606306	S23027146	Historical	P62	EBIRD				1	1		Birds seen over four days at the hotel.
2016-02-04 21:02:10	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral	L4218095	P	20.39884	-86.946702	2016-02-04	08:45:00	obs424895	S27304723	Traveling	P22	EBIRD	150	5		2	1		
2016-11-01 00:19:36	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Planetario Cha'an Ka'an de Cozumel	L4993746	H	20.47668	-86.969191	2016-10-15	17:00:00	obs347955	S32321505	Traveling	P22	EBIRD	60	1		10	1		8º Festival de las Aves, Isla Cozumel. Tal vez hubo más observadores, no recuerdo con exactitud.
2018-08-17 12:42:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 1	L7831816	P	20.5438611	-86.8794167	2016-01-31	07:38:00	obs622980	S27264626	Stationary	P21	EBIRD_MEX	10			6	1	G1583165	El punto se tomó desde el muelle de Isla de la Pasión. Estuvimos Ceci Alcerreca, Thalia González, Griselda Jorge, Rosalinda García, Raymundo Martínez e Itzel Arista
2018-08-30 23:16:59	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 5	L7832046	P	20.5395278	-86.8912778	2016-01-31	09:10:00	obs622980	S27266233	Stationary	P21	EBIRD_MEX	10			6	1	G1583280	Ancho del camino en este punto: 6mt--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2017-04-13 09:09:27	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-along main rd - 20.5483x-86.9096	L4218512	P	20.548313	-86.909593	2016-02-01	09:39:00	obs131780	S27427776	Stationary	P21	EBIRD	11			3	1	G1596323	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:14:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Coast rd C-1 - 20.3129x-86.9343	L4218772	P	20.312926	-86.934331	2016-02-01	13:19:00	obs131780	S27427793	Stationary	P21	EBIRD	5			3	1	G1596308	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-06 17:45:15	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-03-27	13:15:00	obs304633	S22692526	Traveling	P22	EBIRD	255	20.117		1	1		rented a bike in san miguel and headed south, birding the beaches and little roads down the coast
2016-02-06 22:51:06	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel Car ferry terminal	L4225388	P	20.4747804	-86.9650955	2016-02-05	08:30:00	obs424895	S27347127	Traveling	P22	EBIRD	300	2.5		2	1		birded area around terminal at intervals during the whole day ( ferry cancelled due to bad weather)
2015-05-18 18:05:16	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Lagoons after Corona Bar	L3586475	P	20.3162966	-86.9333982	2015-04-17	10:45:00	obs606306	S23026981	Stationary	P21	EBIRD	45			4	1		Birding tour with Arturo (taxi driver) from Duendo Tours.  Birding with Tami Flach and Denise Wickwar.  Birding at the edge of the lagoons across from the Corona Bar.
2017-03-29 22:19:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2015-07-16	13:20:00	obs639109	S24291032	Stationary	P21	EBIRD_MEX	30			1	1		
2017-03-29 22:19:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2015-07-17	14:30:00	obs639109	S24297873	Traveling	P22	EBIRD_MEX	30	0.03		3	1		
2015-03-17 16:38:36	Mexico	MX	Quintana Roo	MX-ROO				56			Ferry Terminal, Playa del Carmen	L3495129	P	20.6205074	-87.0745983	2015-02-19	07:45:00	obs348688	S22397739	Stationary	P21	EBIRD	15			2	1		While waiting for the ferry to Cozumel
2018-08-17 15:20:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 2	L7831853	P	20.5430278	-86.8817778	2016-01-31	08:09:00	obs622980	S27265597	Stationary	P21	EBIRD_MEX	12			6	1	G1583213	Ancho del Camino en este punto 7.60 mt--Miembros del Cozumel Birding Club en este día: Cecilia Alcerreca, Rosalinda Garcia, Raymundo Martínez e Itzel Arista. Acompañandonos chicas de servicio social de Miguel Martínez: Thalía González y Griselda Jorge.
2017-04-13 09:08:37	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Failed development - 20.4573x-86.9581	L4218765	P	20.457291	-86.958145	2016-02-01	15:56:00	obs123382	S27418860	Stationary	P21	EBIRD	4			3	1	G1596295	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:06:27	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-marsh obs tower - 20.5433x-86.8808	L4218527	P	20.543328	-86.880795	2016-02-01	10:47:00	obs123382	S27418879	Stationary	P21	EBIRD	12			3	1	G1596310	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-03-31 15:13:23	Mexico	MX	Quintana Roo	MX-ROO				56			Playa del Carmen 3	L5068899	P	20.6288879	-87.0742106	2016-11-08	08:10:00	obs625396	S32439906	Stationary	P21	EBIRD	20			1	1		
2015-07-16 23:29:20	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2015-07-11	17:00:00	obs639109	S24290987	Traveling	P22	EBIRD_MEX	90	0.5		8	1		
2016-06-07 15:20:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 6 Playa punto	L4217234	P	20.2993372	-87.0050843	2016-02-01	09:50:00	obs672437	S27299655	Stationary	P21	EBIRD_MEX	10			5	1	G1587127	
2017-03-19 21:14:50	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2016-02-28	07:00:00	obs677191	S35293555	Traveling	P22	EBIRD	90	2.5		2	1	G2283143	
2016-11-14 13:27:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 1 Torre punto	L4216806	P	20.2809922	-86.9790991	2016-11-03	07:25:00	obs672437	S32544228	Stationary	P21	EBIRD_MEX	10			2	1		
2016-11-14 13:39:23	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 4 Aguada punto	L4217207	P	20.2736984	-86.9893773	2016-11-03	08:12:00	obs672437	S32544979	Stationary	P21	EBIRD_MEX	10			2	1		
2018-07-22 18:05:06	Mexico	MX	Quintana Roo	MX-ROO				56			Iberostar, MX	L3497665	P	20.625354	-87.0721436	2015-03-18	08:00:00	obs561651	S22425037	Traveling	P22	EBIRD	600	12.875		1	1		Birding throughout the day
2015-07-21 21:29:49	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2015-07-13	16:30:00	obs639109	S24290890	Traveling	P22	EBIRD_MEX	60	0.05		5	1		
2017-04-13 09:06:46	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-North-side road - 20.5520x-86.9174	L4218523	P	20.551977	-86.917378	2016-02-01	08:31:00	obs123382	S27418881	Traveling	P22	EBIRD	62	0.483		3	1	G1596311	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-01-01 14:23:26	Mexico	MX	Quintana Roo	MX-ROO				56			Hard Rock Golf Course Riviera Maya	L2245891	H	20.6123602	-87.0889744	2015-04-02	08:20:00	obs433465	S22680207	Traveling	P22	EBIRD	90	1.996		1	1		<br />Submitted from BirdLog CA for iOS, version 1.8
2018-12-09 14:35:05	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Isla Cozumel--Terminal de Cruceros	L2406448	H	20.4779389	-86.973331	2015-03-31	09:00:00	obs561574	S22643589	Traveling	P22	EBIRD	240	4		2	1		
2017-04-13 21:25:28	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2016-12-04	07:18:00	obs199879	S35268716	Traveling	P22	EBIRD	84	1.207		8	1	G2281043	Heard and had quick looks at the Swainson's warbler - but not clear!
2018-08-17 12:42:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 1	L7831816	P	20.5438611	-86.8794167	2016-01-31	07:38:00	obs539688	S27264987	Stationary	P21	EBIRD_MEX	10			6	1	G1583165	El punto se tomó desde el muelle de Isla de la Pasión. Estuvimos Ceci Alcerreca, Thalia González, Griselda Jorge, Rosalinda García, Raymundo Martínez e Itzel Arista
2019-02-24 10:54:11	Mexico	MX	Quintana Roo	MX-ROO				56			Ruinas de Xaman Ha	L5967013	H	20.6189221	-87.0786695	2016-02-07	07:15:00	obs208450	S27624557	Traveling	P22	EBIRD	90	2.414		1	1		
2019-01-23 19:17:15	Mexico	MX	Quintana Roo	MX-ROO				56			Cozamel  - Jan 19, 2016, 9:42 AM	L4187710	P	20.629001	-87.068736	2016-01-19	09:42:00	obs409953	S27095853	Traveling	P22	EBIRD	10	0.145		4	1	G3790731	Coming into playa de Carmen by boat  <br />Submitted from eBird for iOS, version 1.1.4 Build 34
2017-02-05 10:10:09	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry-20.4422x-86.8622	L4218762	P	20.442238	-86.862182	2016-02-01	12:10:00	obs123382	S27418868	Stationary	P21	EBIRD	20			3	1	G1596301	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2017-04-13 09:14:58	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-El Cedral - 20.3680x-86.9897	L4218773	P	20.368007	-86.989655	2016-02-01	13:43:00	obs123382	S27418870	Stationary	P21	EBIRD	6			3	1	G1596303	La cabana de don penna  <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2018-08-17 15:20:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 2	L7831853	P	20.5430278	-86.8817778	2016-04-24	06:52:00	obs622980	S29861242	Stationary	P21	EBIRD_MEX	10			4	1		
2018-08-17 12:42:25	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 1	L7831816	P	20.5438611	-86.8794167	2016-01-31	07:38:00	obs622928	S27265179	Stationary	P21	EBIRD_MEX	10			6	1	G1583165	El punto se tomó desde el muelle de Isla de la Pasión. Estuvimos Ceci Alcerreca, Thalia González, Griselda Jorge, Rosalinda García, Raymundo Martínez e Itzel Arista
2016-11-14 13:32:29	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 2 Cocotal punto	L4216842	P	20.276466	-86.9840343	2016-11-03	07:42:00	obs672437	S32544526	Stationary	P21	EBIRD_MEX	10			2	1		
2016-11-14 13:42:56	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 5 12MPH punto	L4217223	P	20.2961549	-87.0010744	2016-11-03	08:35:00	obs672437	S32545195	Stationary	P21	EBIRD_MEX	10			2	1		
2016-11-14 13:36:05	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 3 Muelle punto	L4217185	P	20.2740078	-86.9872262	2016-11-03	07:55:00	obs672437	S32544763	Stationary	P21	EBIRD_MEX	10			2	1		
2017-04-13 09:14:39	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			MX-QROO-Cozumel-Cross-Island Highway-road to quarry - 20.4412x-86.8632	L4218768	P	20.441192	-86.863245	2016-02-01	12:37:00	obs123382	S27418869	Stationary	P21	EBIRD	20			3	1	G1596302	<br />Submitted from eBird for iOS, version 1.1.5 Build 44
2015-05-18 18:09:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178				Carreterra Costera Sur	L872226	H	20.4124135	-87.0149052	2015-03-24	15:30:00	obs604942	S22508525	Traveling	P22	EBIRD	285	0.805		1	1		
2018-10-19 10:03:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Punta Sur	L3143836	H	20.2734051	-86.9877069	2016-02-27	10:30:00	obs232095	S27913011	Traveling	P22	EBIRD	120	10		2	1	G2283140	
2017-03-19 21:14:49	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel--Subdivisión Abandonados	L2439002	H	20.4573627	-86.9600916	2016-02-28	07:00:00	obs232095	S27913095	Traveling	P22	EBIRD	90	2.5		2	1	G2283143	
2015-05-18 18:05:53	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Lagunas y cuerpos de agua Este	L3632180	P	20.341256	-86.912167	2015-05-09	17:00:00	obs379434	S23369113	Stationary	P21	EBIRD	90			3	1	G1263426	Humedales y Costa
2016-02-21 20:13:29	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2016-02-09	11:00:00	obs548615	S27745057	Traveling	P22	EBIRD_WI	150	19.312		1	1		Birding by car
2016-06-07 15:20:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 6 Playa punto	L4217234	P	20.2993372	-87.0050843	2016-05-03	07:45:00	obs411187	S29702095	Stationary	P21	EBIRD_MEX	10			7	1	G1751606	
2018-08-06 17:45:27	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Club Campestre Cozumel	L2351725	H	20.5459037	-86.9223261	2016-10-16	06:20:00	obs347955	S32321745	Traveling	P22	EBIRD	160	2.5		10	1		8º Festival de las Aves, Isla Cozumel. Tal vez hubo más observadores, no recuerdo con exactitud.
2016-11-02 09:32:08	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel	L350597	T	20.51667	-86.94167	2016-11-01	07:09:00	obs622928	S32336982	Stationary	P21	EBIRD	120			2	1		En el jardin de mi casa todos estos dias vemos estas aves
2017-03-29 22:15:30	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Centro de Conservación y Educación Ambiental--Parque Arqueologico de Cozumel	L4104003	H	20.4808536	-86.9602552	2016-02-20	09:30:00	obs674686	S28043399	Historical	P62	EBIRD_MEX	60			1	1		
2015-07-16 23:43:18	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Laguna Columbia	L1313315	H	20.2825994	-86.9833088	2015-07-13	18:00:00	obs639109	S24291061	Stationary	P21	EBIRD_MEX	30			5	1		
2016-02-14 06:38:50	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel, López Mateos	L4239935	P	20.5025816	-86.9434512	2016-02-13	17:35:00	obs539688	S27511060	Stationary	P21	EBIRD_MEX	18			1	1	G1601104	Great Backyard bird count 2016
2016-02-15 00:00:45	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Laguna de Montecristo y Rio de la Plata	L4266377	P	20.554076	-86.7908549	2016-01-31	07:00:00	obs379434	S27554346	Traveling	P22	EBIRD_MEX	270	5		3	1		Navegamos en una lancha dentro de las lagunas de el norte de ozumel. La primera la laguna de Montecristo y la segunda la laguna de el Rio de la Plata
2015-05-18 17:52:55	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Laguna Columbia	L1313315	H	20.2825994	-86.9833088	2015-04-17	09:30:00	obs606306	S23026852	Stationary	P21	EBIRD	60			4	1		Birding tour with Arturo (taxi driver) from Duendo Tours.  Birding with Tami Flach and Denise Wickwar.  Birding from dock over looking lagoon.  Non-birds: crocodiles and needle fish.
2018-08-17 15:41:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2016-04-24	07:41:00	obs622980	S29863195	Stationary	P21	EBIRD_MEX	10			3	1	G1797077	Nancy Muñoz, Cecilia Alcerreca e Itzel Arista--Además del listado de aves, vimos un Pecarí (Pecari tajacu nanus)
2016-06-14 19:36:31	Mexico	MX	Quintana Roo	MX-ROO				56			MX-QUINTANA ROO-PLAYA DEL CARME (CENTRO)	L4293557	P	20.62713	-87.0747899	2016-02-20	11:37:00	obs431367	S27780440	Stationary	P21	EBIRD	16			1	1	G1616678	<br />Enviado desde eBird Android 1.0.2
2015-09-29 14:48:21	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Isla Cozumel	L221424	H	20.3983115	-86.961937	2015-06-16	14:00:00	obs527571	S24040579	Traveling	P22	EBIRD	300	64.374		1	1		Birding around the island via scooter
2019-01-15 17:00:40	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Cozumel	L4310042	P	20.4410076	-86.9194508	2016-02-25	07:30:00	obs527101	S27816991	Traveling	P22	EBIRD	420	24.14		4	1	G1621288	
2016-06-07 15:20:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 6 Playa punto	L4217234	P	20.2993372	-87.0050843	2016-05-03	07:45:00	obs672437	S29611422	Stationary	P21	EBIRD_MEX	10			7	1	G1751606	
2016-06-07 15:20:41	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 6 Playa punto	L4217234	P	20.2993372	-87.0050843	2016-05-03	07:45:00	obs672972	S29611463	Stationary	P21	EBIRD_MEX	10			7	1	G1751606	
2018-08-06 17:45:16	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			San Miguel--Bello Caribe	L815042	H	20.5466511	-86.905632	2015-07-12	06:30:00	obs639109	S24290973	Traveling	P22	EBIRD_MEX	120	1		8	1		
2018-08-17 15:34:24	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 5	L7832046	P	20.5395278	-86.8912778	2016-02-21	09:12:00	obs622980	S27879664	Stationary	P21	EBIRD_MEX	10			7	1	G1624076	
2015-09-29 14:48:24	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Before El Cedral (path)	L3625565	P	20.410863	-87.007143	2015-05-09	06:19:00	obs549196	S23327658	Traveling	P22	EBIRD	196	1		3	1		Partially Cloudy, scattered showers, 5 - 8 kts wind from south east. °27 Celsius .
2017-03-19 21:14:39	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			El Cedral (pueblo)	L1973735	H	20.3690898	-86.9935226	2016-02-27	07:30:00	obs677191	S35293545	Traveling	P22	EBIRD	90	2		2	1	G2283137	
2016-11-22 11:28:02	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Club Campestre Cozumel	L2351725	H	20.5459037	-86.9223261	2016-11-22	08:00:00	obs302151	S32665619	Traveling	P22	EBIRD	120	1.127		1	1		Most birds were just about 100m in on the entrance road. Just before you reach the large pond on the left, there is a dirt track that crossed the paved road. Either way along this track and at its junction with the paved road had a large warbler flock. Taking the dirt track to the right (if you are coming from the entrance) brings you to a small marsh. Ruddy Crake was here and came out to a tape. Note that this species takes some time to respond and often not until you stop playback.
2016-03-08 19:32:14	Mexico	MX	Quintana Roo	MX-ROO				56			MX-Quintana Roo-Playa del Carmen-2 Av Constituyentes - 20.628x-87.067	L4350176	P	20.6282113	-87.0667999	2016-03-08	17:30:00	obs417981	S28053262	Traveling	P22	EBIRD	40	0.322		2	1		<br />Submitted from eBird Android 1.0.2
2018-08-17 15:41:42	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Camino Laguna Ciega, punto 7	L7832131	P	20.5387222	-86.8970278	2015-05-09	00:00:00	obs622980	S23365513	Traveling	P22	EBIRD	90	2.5		3	1	G1263587	viajando en vehiculo y deteniendose cada avistamiento
2016-02-28 20:27:43	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Zona Arqueológica San Gervasio	L454906	H	20.499828	-86.8459126	2016-02-28	08:00:00	obs314962	S27878157	Traveling	P22	EBIRD	320	4.828		4	1	G1624090	NatureScape Tours with Kim Risen, Cindy Risen, Patty McLean, John Curlew, Betty Cash <br />Submitted from eBird for iOS, version 1.1.5 Build 44
2016-06-07 13:07:10	Mexico	MX	Quintana Roo	MX-ROO			MX_178	57			Punta Sur 5 12MPH punto	L4217223	P	20.2961549	-87.0010744	2016-05-03	07:35:00	obs672972	S29611435	Stationary	P21	EBIRD_MEX	10			7	1	G1751605	
